CustomerID;NameStyle;Title;FirstName;MiddleName;LastName;Suffix;CompanyName;SalesPerson;EmailAddress;Phone
"293";"0";"Mr.";"Conor";"";"Cunningham";"";"Fashionable Bikes and Accessories";"adventure-works\shu0";"conor0@adventure-works.com";"115-555-0113"
"294";"0";"Mr.";"Alberto";"F.";"Baltazar";"";"Flawless Bike Shop";"adventure-works\linda3";"alberto0@adventure-works.com";"780-555-0114"
"295";"0";"Mr.";"Joseph";"P.";"Mitzner";"Jr.";"Engineered Bike Systems";"adventure-works\shu0";"joseph4@adventure-works.com";"129-555-0164"
"298";"0";"Mr.";"Robert";"";"Mitosinka";"";"City Cycling";"adventure-works\josé1";"robert10@adventure-works.com";"239-555-0198"
"299";"0";"Mr.";"Thierry";"";"D'Hers";"";"Citywide Service and Repair";"adventure-works\josé1";"thierry1@adventure-works.com";"680-555-0192"
"300";"0";"Mr.";"Daniel";"";"Blanco";"";"Nice Bikes";"adventure-works\garrett1";"daniel0@adventure-works.com";"221-555-0167"
"304";"0";"Ms.";"Linda";"";"Mitchell";"";"Essential Bike Works";"adventure-works\jae0";"linda9@adventure-works.com";"1 (11) 500 555-0182"
"306";"0";"Mr.";"Stephen";"M.";"Ayers";"";"Work and Play Association";"adventure-works\michael9";"stephen1@adventure-works.com";"818-555-0171"
"307";"0";"Ms.";"Neva";"M.";"Mitchell";"";"Riding Associates";"adventure-works\pamela0";"neva0@adventure-works.com";"992-555-0134"
"308";"0";"Ms.";"Megan";"N.";"Davis";"";"Rugged Bikes";"adventure-works\david8";"megan1@adventure-works.com";"839-555-0198"
"309";"0";"Mr.";"John";"";"Arthur";"";"The Gear Store";"adventure-works\jillian0";"john6@adventure-works.com";"149-555-0113"
"310";"0";"Mr.";"Frank";"";"Miller";"";"Orange Bicycle Company";"adventure-works\jillian0";"frank6@adventure-works.com";"118-555-0184"
"311";"0";"Sr.";"Alvaro";"";"De Matos Miranda Filho";"";"Principal Bike Company";"adventure-works\shu0";"alvaro0@adventure-works.com";"551-555-0155"
"312";"0";"Mr.";"Thomas";"B.";"Armstrong";"Jr.";"Resale Services";"adventure-works\linda3";"thomas1@adventure-works.com";"226-555-0146"
"313";"0";"Mr.";"Dylan";"";"Miller";"";"Metropolitan Manufacturing";"adventure-works\shu0";"dylan1@adventure-works.com";"140-555-0192"
"316";"0";"Mr.";"Ben";"";"Miller";"";"Low Price Cycles";"adventure-works\josé1";"ben1@adventure-works.com";"207-555-0167"
"317";"0";"Mr.";"Jacob";"N.";"Dean";"";"Finer Riding Supplies";"adventure-works\josé1";"jacob0@adventure-works.com";"767-555-0151"
"318";"0";"Ms.";"Ann";"";"Beebe";"";"First-Rate Outlet";"adventure-works\garrett1";"ann0@adventure-works.com";"277-555-0169"
"322";"0";"Mr.";"Matthew";"J.";"Miller";"";"Tachometers and Accessories";"adventure-works\jae0";"matthew5@adventure-works.com";"1 (11) 500 555-0176"
"323";"0";"Mr.";"Jo";"";"Brown";"";"Metro Bike Works";"adventure-works\michael9";"jo2@adventure-works.com";"689-555-0130"
"325";"0";"Ms.";"Virginia";"L.";"Miller";"";"All Cycle Shop";"adventure-works\pamela0";"virginia0@adventure-works.com";"918-555-0127"
"326";"0";"Mr.";"Scott";"";"Gode";"";"Year-Round Sports";"adventure-works\david8";"scott4@adventure-works.com";"164-555-0145"
"327";"0";"Ms.";"Caroline";"A.";"Vicknair";"";"World of Bikes";"adventure-works\jillian0";"caroline0@adventure-works.com";"695-555-0158"
"328";"0";"Mr.";"Robert";"R.";"Vessa";"";"Totes & Baskets Company";"adventure-works\jillian0";"robert13@adventure-works.com";"560-555-0171"
"329";"0";"";"Andreas";"";"Berglund";"";"Unicycles, Bicycles, and Tricycles";"adventure-works\shu0";"andreas1@adventure-works.com";"795-555-0116"
"330";"0";"Mr.";"Mete";"";"Goktepe";"";"The New Bike Store";"adventure-works\linda3";"mete0@adventure-works.com";"637-555-0120"
"331";"0";"Ms.";"Wanda";"F.";"Vernon";"";"Technical Parts Manufacturing";"adventure-works\shu0";"wanda0@adventure-works.com";"433-555-0168"
"334";"0";"Ms.";"Dora";"P.";"Verdad";"";"Retreat Inn";"adventure-works\josé1";"dora0@adventure-works.com";"155-555-0140"
"335";"0";"Mr.";"John";"M.";"Berger";"Jr.";"Scratch-Resistant Finishes Company";"adventure-works\josé1";"john10@adventure-works.com";"156-555-0111"
"336";"0";"Mr.";"Brian";"R";"Goldstein";"";"Primary Bike Distributors";"adventure-works\garrett1";"brian4@adventure-works.com";"495-555-0161"
"340";"0";"Mr.";"Raja";"D.";"Venugopal";"";"Nearby Cycle Shop";"adventure-works\jae0";"raja0@adventure-works.com";"1 (11) 500 555-0195"
"343";"0";"Ms.";"Patricia";"M.";"Vasquez";"";"Mail-Order Outlet";"adventure-works\pamela0";"patricia2@adventure-works.com";"490-555-0132"
"344";"0";"Ms.";"Karren";"K.";"Burkhardt";"";"Fifth Bike Store";"adventure-works\david8";"karren0@adventure-works.com";"652-555-0132"
"345";"0";"Ms.";"Abigail";"J.";"Gonzalez";"";"Genial Bike Associates";"adventure-works\jillian0";"abigail0@adventure-works.com";"121-555-0139"
"346";"0";"Mr.";"Ranjit";"Rudra";"Varkey Chudukatil";"";"Great Bicycle Supply";"adventure-works\jillian0";"ranjit1@adventure-works.com";"810-555-0160"
"347";"0";"Ms.";"Ingrid";"K.";"Burkhardt";"";"Bike Universe";"adventure-works\shu0";"ingrid0@adventure-works.com";"857-555-0187"
"348";"0";"Mr.";"Oscar";"L.";"Alpuerto";"";"Bold Bike Accessories";"adventure-works\linda3";"oscar0@adventure-works.com";"855-555-0174"
"349";"0";"Mr.";"Gary";"T";"Vargas";"";"Exercise Center";"adventure-works\shu0";"gary6@adventure-works.com";"112-555-0176"
"352";"0";"Mr.";"Shane";"S.";"Kim";"";"Twelfth Bike Store";"adventure-works\josé1";"shane2@adventure-works.com";"155-555-0149"
"353";"0";"Ms.";"Joan";"M.";"Campbell";"";"Two-Wheeled Transit Company";"adventure-works\josé1";"joan0@adventure-works.com";"700-555-0155"
"354";"0";"Mr.";"Maxwell";"J.";"Amland";"";"Serious Cycles";"adventure-works\garrett1";"maxwell0@adventure-works.com";"614-555-0134"
"358";"0";"Mr.";"Joe";"";"Kim";"";"Mail Market";"adventure-works\jae0";"joe1@adventure-works.com";"1 (11) 500 555-0144"
"360";"0";"Ms.";"Ramona";"J.";"Antrim";"";"Novelty Bikes";"adventure-works\michael9";"ramona0@adventure-works.com";"327-555-0148"
"361";"0";"Ms.";"Karan";"";"Khanna";"";"Fitness Supplies";"adventure-works\pamela0";"karan1@adventure-works.com";"390-555-0150"
"362";"0";"Ms.";"Sharon";"A.";"Crow";"";"Grand Cycle Store";"adventure-works\david8";"sharon1@adventure-works.com";"889-555-0176"
"363";"0";"Mr.";"Chris";"";"Ashton";"";"Immense Manufacturing Company";"adventure-works\jillian0";"chris3@adventure-works.com";"556-555-0145"
"364";"0";"Mr.";"Imtiaz";"";"Khan";"";"District Mall";"adventure-works\jillian0";"imtiaz0@adventure-works.com";"249-555-0179"
"365";"0";"Mr.";"Jack";"";"Creasey";"";"Distinctive Store";"adventure-works\shu0";"jack2@adventure-works.com";"539-555-0182"
"366";"0";"Ms.";"Teresa";"";"Atkinson";"";"Extended Bike Sales";"adventure-works\linda3";"teresa0@adventure-works.com";"129-555-0110"
"367";"0";"Ms.";"Tammy";"J.";"Khan";"";"Brown Bicycle Company";"adventure-works\shu0";"tammy0@adventure-works.com";"145-555-0166"
"370";"0";"Ms.";"Elizabeth";"";"Keyser";"";"Acceptable Sales & Service";"adventure-works\josé1";"elizabeth2@adventure-works.com";"656-555-0173"
"371";"0";"Mr.";"Bruno";"";"Costa Da Silva";"";"Custom Sales and Service";"adventure-works\josé1";"bruno0@adventure-works.com";"140-555-0143"
"372";"0";"Ms.";"Katherine";"K.";"Swan";"";"Top Bike Market";"adventure-works\garrett1";"katherine1@adventure-works.com";"421-555-0192"
"376";"0";"Ms.";"Mary";"R.";"Kesslep";"";"Commerce Bicycle Specialists";"adventure-works\jae0";"mary8@adventure-works.com";"1 (11) 500 555-0146"
"377";"0";"Mr.";"Marlin";"M.";"Coriell";"";"Grand Sport Boutique";"adventure-works\michael9";"marlin0@adventure-works.com";"941-555-0155"
"379";"0";"Mr.";"Kevin";"";"Kennedy";"";"Fad Outlet";"adventure-works\pamela0";"kevin4@adventure-works.com";"275-555-0179"
"380";"0";"Ms.";"Eva";"";"Corets";"";"First Department Stores";"adventure-works\david8";"eva0@adventure-works.com";"542-555-0164"
"381";"0";"Ms.";"Julie";"";"Taft-Rider";"";"Bicycle Lines Distributors";"adventure-works\jillian0";"julie1@adventure-works.com";"145-555-0194"
"382";"0";"Mr.";"Robert";"";"Kelly";"";"Beneficial Exercises and Activities";"adventure-works\jillian0";"robert7@adventure-works.com";"510-555-0123"
"383";"0";"Mr.";"Scott";"";"Cooper";"";"Vehicle Shop";"adventure-works\shu0";"scott2@adventure-works.com";"773-555-0182"
"384";"0";"Mr.";"Clarence";"R.";"Tatman";"";"Sparkling Paint and Finishes";"adventure-works\linda3";"clarence0@adventure-works.com";"787-555-0128"
"385";"0";"Mr.";"John";"";"Kelly";"";"Sturdy Toys";"adventure-works\shu0";"john22@adventure-works.com";"330-555-0116"
"388";"0";"Mr.";"Victor";"A.";"Kelley";"";"Road Way Sales and Rental";"adventure-works\josé1";"victor0@adventure-works.com";"112-555-0195"
"389";"0";"Ms.";"Dorothy";"J.";"Contreras";"";"Sixth Bike Store";"adventure-works\josé1";"dorothy0@adventure-works.com";"428-555-0176"
"390";"0";"Mr.";"Mike";"M.";"Taylor";"";"Plastic Parts Company";"adventure-works\garrett1";"mike6@adventure-works.com";"204-555-0189"
"394";"0";"Ms.";"Bonnie";"";"Kearney";"";"Little Sports Center";"adventure-works\jae0";"bonnie1@adventure-works.com";"1 (11) 500 555-0116"
"395";"0";"Ms.";"June";"B.";"Brunner";"";"Online Bike Sellers";"adventure-works\michael9";"june0@adventure-works.com";"249-555-0172"
"397";"0";"Mr.";"Sandeep";"";"Katyal";"";"Capable Sales and Service";"adventure-works\pamela0";"sandeep2@adventure-works.com";"928-555-0117"
"398";"0";"Ms.";"Shirley";"R.";"Bruner";"";"Commendable Bikes";"adventure-works\david8";"shirley0@adventure-works.com";"383-555-0155"
"399";"0";"Mr.";"Chad";"J.";"Tedford";"";"Big Cycle Mall";"adventure-works\jillian0";"chad1@adventure-works.com";"588-555-0128"
"400";"0";"Mr.";"Peter";"";"Houston";"";"Local Sales and Rental";"adventure-works\jillian0";"peter3@adventure-works.com";"632-555-0171"
"401";"0";"Mr.";"Tom";"H";"Johnston";"";"Brightwork Company";"adventure-works\shu0";"tom1@adventure-works.com";"883-555-0177"
"402";"0";"Ms.";"Marian";"M.";"Berch";"";"Pro Sporting Goods";"adventure-works\linda3";"marian0@adventure-works.com";"640-555-0198"
"403";"0";"Ms.";"Juanita";"J.";"Holman";"";"Affordable Sports Equipment";"adventure-works\shu0";"juanita0@adventure-works.com";"996-555-0196"
"406";"0";"Mr.";"Eddie";"M.";"Holmes";"";"The Commissary";"adventure-works\josé1";"eddie0@adventure-works.com";"570-555-0199"
"407";"0";"Mr.";"Robert";"A.";"Avalos";"";"Workout Emporium";"adventure-works\josé1";"robert2@adventure-works.com";"665-555-0198"
"408";"0";"Mr.";"Alexander";"J.";"Berger";"II";"Odometers and Accessories Company";"adventure-works\garrett1";"alexander0@adventure-works.com";"519-555-0151"
"412";"0";"Ms.";"Jean";"J.";"Holloway";"";"Leisure Clearing House";"adventure-works\jae0";"jean2@adventure-works.com";"1 (11) 500 555-0181"
"415";"0";"Mr.";"Greg";"";"Chapman";"";"Imaginary Toys";"adventure-works\pamela0";"greg1@adventure-works.com";"708-555-0169"
"416";"0";"Ms.";"Angela";"";"Barbariol";"";"Impromptu Trips";"adventure-works\david8";"angela1@adventure-works.com";"134-555-0182"
"417";"0";"Ms.";"Ruth";"A.";"Choin";"";"Genuine Bike Shop";"adventure-works\jillian0";"ruth1@adventure-works.com";"273-555-0181"
"418";"0";"Mr.";"Lee";"J.";"Chapla";"";"Good Bike Shop";"adventure-works\jillian0";"lee0@adventure-works.com";"223-555-0184"
"419";"0";"Mr.";"Darrell";"M.";"Banks";"";"Exertion Activities Club";"adventure-works\shu0";"darrell0@adventure-works.com";"816-555-0118"
"420";"0";"Mr.";"Anthony";"";"Chor";"";"Extreme Riding Supplies";"adventure-works\linda3";"anthony0@adventure-works.com";"429-555-0145"
"421";"0";"Mr.";"Forrest";"J.";"Chandler";"";"Fitness Cycling";"adventure-works\shu0";"forrest0@adventure-works.com";"448-555-0179"
"424";"0";"Mr.";"Eli";"";"Bowen";"";"Bikes for Two";"adventure-works\josé1";"eli0@adventure-works.com";"371-555-0143"
"425";"0";"Mr.";"Stephen";"Yuan";"Jiang";"";"Bikes for Kids and Adults";"adventure-works\josé1";"stephen3@adventure-works.com";"910-555-0116"
"426";"0";"Mr.";"Dirk";"J.";"Bruno";"";"Custom Accessories Company";"adventure-works\garrett1";"dirk0@adventure-works.com";"817-555-0114"
"430";"0";"Sr.";"Gustavo";"";"Camargo";"";"Uttermost Bike Shop";"adventure-works\jae0";"gustavo1@adventure-works.com";"1 (11) 500 555-0118"
"431";"0";"Mr.";"Douglas";"A.";"Baldwin";"Jr.";"Small Cycle Store";"adventure-works\michael9";"douglas1@adventure-works.com";"583-555-0130"
"433";"0";"Ms.";"Lindsey";"R.";"Camacho";"";"Thorough Parts and Repair Services";"adventure-works\pamela0";"lindsey0@adventure-works.com";"827-555-0143"
"434";"0";"Mr.";"James";"B.";"Bailey";"Jr.";"Road-Way Mart";"adventure-works\david8";"james3@adventure-works.com";"234-555-0112"
"435";"0";"Ms.";"Carol";"B.";"Elliott";"";"Satin Finish Company";"adventure-works\jillian0";"carol2@adventure-works.com";"847-555-0151"
"436";"0";"Ms.";"Barbara";"J.";"Calone";"";"Sheet Metal Manufacturing";"adventure-works\jillian0";"barbara2@adventure-works.com";"145-555-0152"
"437";"0";"Ms.";"Megan";"E.";"Burke";"";"Professional Cycle Store";"adventure-works\shu0";"megan0@adventure-works.com";"148-555-0149"
"438";"0";"Mr.";"Cory";"K.";"Booth";"";"Remarkable Bike Store";"adventure-works\linda3";"cory0@adventure-works.com";"121-555-0157"
"439";"0";"Ms.";"Shannon";"P.";"Elliott";"";"Regional Manufacturing";"adventure-works\shu0";"shannon0@adventure-works.com";"425-555-0158"
"442";"0";"Ms.";"Jauna";"E.";"Elson";"";"Original Bicycle Supply Company";"adventure-works\josé1";"jauna0@adventure-works.com";"185-555-0190"
"443";"0";"Sra.";"Janaina Barreiro Gambaro";"";"Bueno";"";"Courteous Bicycle Specialists";"adventure-works\josé1";"janainabarreirogambaro0@adventure-works.com";"476-555-0184"
"444";"0";"Mr.";"Shaun";"";"Beasley";"";"Finer Cycle Shop";"adventure-works\garrett1";"shaun0@adventure-works.com";"396-555-0187"
"448";"0";"Mr.";"Terry";"";"Eminhizer";"";"Action Bicycle Specialists";"adventure-works\jae0";"terry1@adventure-works.com";"1 (11) 500 555-0176"
"451";"0";"Mr.";"John";"";"Emory";"";"Roadway Bike Emporium";"adventure-works\pamela0";"john16@adventure-works.com";"691-555-0149"
"452";"0";"Ms.";"Olga";"J.";"Trau";"";"A Cycle Shop";"adventure-works\david8";"olga0@adventure-works.com";"398-555-0167"
"453";"0";"Mr.";"Jon";"";"Ganio";"";"Unique Bikes";"adventure-works\jillian0";"jon0@adventure-works.com";"672-555-0112"
"454";"0";"Ms.";"Gail";"";"Erickson";"";"Sleek Bikes";"adventure-works\jillian0";"gail1@adventure-works.com";"834-555-0132"
"455";"0";"Mr.";"James";"R.";"Tran";"";"Timely Shipping Service";"adventure-works\shu0";"james15@adventure-works.com";"740-555-0159"
"456";"0";"Mr.";"Michael";"";"Galos";"";"Riding Excursions";"adventure-works\linda3";"michael15@adventure-works.com";"912-555-0149"
"457";"0";"Mr.";"Mark";"B";"Erickson";"";"Retail Sporting Equipment";"adventure-works\shu0";"mark2@adventure-works.com";"962-555-0112"
"460";"0";"Ms.";"Martha";"R.";"Espinoza";"";"Price-Cutter Discount Bikes";"adventure-works\josé1";"martha0@adventure-works.com";"753-555-0179"
"461";"0";"Mr.";"Glenn";"J.";"Track";"II";"Active Life Toys";"adventure-works\josé1";"glenn0@adventure-works.com";"907-555-0170"
"462";"0";"Mr.";"Bob";"";"Gage";"";"General Riding Supplies";"adventure-works\garrett1";"bob1@adventure-works.com";"962-555-0175"
"466";"0";"Sra.";"Janeth";"";"Esteves";"";"Central Bicycle Specialists";"adventure-works\jae0";"janeth1@adventure-works.com";"1 (11) 500 555-0136"
"468";"0";"Mr.";"Paul";"J.";"Fulton";"";"Blue Bicycle Company";"adventure-works\michael9";"paul3@adventure-works.com";"492-555-0146"
"469";"0";"Ms.";"Twanna";"R.";"Evans";"";"Vast Bike Sales and Rental";"adventure-works\pamela0";"twanna0@adventure-works.com";"554-555-0124"
"470";"0";"Ms.";"Delia";"B.";"Toone";"";"Wingtip Toys";"adventure-works\david8";"delia0@adventure-works.com";"328-555-0192"
"471";"0";"Mr.";"John";"";"Ford";"";"Social Activities Club";"adventure-works\jillian0";"john19@adventure-works.com";"596-555-0153"
"472";"0";"Ms.";"Ann";"R.";"Evans";"";"Summer Sports Place";"adventure-works\jillian0";"ann1@adventure-works.com";"252-555-0127"
"473";"0";"Ms.";"Kay";"E.";"Krane";"";"Racing Toys";"adventure-works\shu0";"kay0@adventure-works.com";"731-555-0187"
"474";"0";"Mr.";"Mihail";"";"Frintu";"";"Retail Cycle Shop";"adventure-works\linda3";"mihail1@adventure-works.com";"777-555-0163"
"475";"0";"Mr.";"John";"";"Evans";"";"Real Sporting Goods";"adventure-works\shu0";"john17@adventure-works.com";"581-555-0172"
"478";"0";"Ms.";"Ruby Sue";"R.";"Styles";"";"Major Cycling";"adventure-works\josé1";"rubysue0@adventure-works.com";"512-555-0122"
"479";"0";"Ms.";"Lori";"";"Kane";"";"General Supplies";"adventure-works\josé1";"lori2@adventure-works.com";"765-555-0141"
"480";"0";"Ms.";"Susan";"E.";"French";"";"General Bike Corporation";"adventure-works\garrett1";"susan3@adventure-works.com";"994-555-0194"
"484";"0";"Mr.";"Gary";"J.";"Suess";"";"Downhill Bicycle Specialists";"adventure-works\jae0";"gary5@adventure-works.com";"1 (11) 500 555-0199"
"487";"0";"Ms.";"Ruth";"J.";"Suffin";"";"Bike Experts";"adventure-works\pamela0";"ruth2@adventure-works.com";"924-555-0195"
"488";"0";"Ms.";"Margaret";"J.";"Smith";"";"Bicycle Accessories and Kits";"adventure-works\david8";"margaret0@adventure-works.com";"959-555-0151"
"489";"0";"Ms.";"Dorothy";"J.";"Fox";"";"Cash & Carry Bikes";"adventure-works\jillian0";"dorothy1@adventure-works.com";"191-555-0198"
"490";"0";"Ms.";"Elizabeth";"J.";"Sullivan";"";"Extraordinary Bike Works";"adventure-works\jillian0";"elizabeth4@adventure-works.com";"306-555-0112"
"491";"0";"Ms.";"Frances";"B.";"Adams";"";"Area Bike Accessories";"adventure-works\shu0";"frances0@adventure-works.com";"991-555-0183"
"492";"0";"Mr.";"Garth";"";"Fort";"";"Basic Sports Equipment";"adventure-works\linda3";"garth0@adventure-works.com";"768-555-0125"
"493";"0";"Mr.";"Michael";"";"Sullivan";"";"Valley Bicycle Distributors";"adventure-works\shu0";"michael24@adventure-works.com";"323-555-0113"
"496";"0";"Ms.";"Marcia";"J.";"Sultan";"";"Top Sports Supply";"adventure-works\josé1";"marcia0@adventure-works.com";"613-555-0116"
"497";"0";"Ms.";"Amy";"E.";"Alberts";"";"Valley Toy Store";"adventure-works\josé1";"amy1@adventure-works.com";"727-555-0115"
"498";"0";"Ms.";"Kelly";"";"Focht";"";"Quick Delivery Service";"adventure-works\garrett1";"kelly0@adventure-works.com";"272-555-0123"
"502";"0";"Mr.";"Krishna";"";"Sunkammurali";"";"Metropolitan Bicycle Supply";"adventure-works\jae0";"krishna1@adventure-works.com";"1 (11) 500 555-0177"
"504";"0";"Ms.";"Mae";"M.";"Black";"";"Historic Bicycle Sales";"adventure-works\michael9";"mae1@adventure-works.com";"264-555-0143"
"505";"0";"Mr.";"Brad";"";"Sutton";"";"Honest Repair Service";"adventure-works\pamela0";"brad0@adventure-works.com";"688-555-0115"
"506";"0";"Mr.";"François";"";"Ferrier";"";"Great Bikes";"adventure-works\david8";"françois1@adventure-works.com";"571-555-0128"
"507";"0";"Mr.";"Mary";"";"Bishop";"";"Global Sporting Goods";"adventure-works\jillian0";"mary4@adventure-works.com";"176-555-0136"
"508";"0";"Mr.";"Martin";"J.";"Svoboda";"IV";"Designer Department Stores";"adventure-works\jillian0";"martin1@adventure-works.com";"132-555-0149"
"509";"0";"Mr.";"Robert";"E.";"Ahlering";"";"Fun Toys and Bikes";"adventure-works\shu0";"robert1@adventure-works.com";"678-555-0175"
"510";"0";"Mr.";"Jimmy";"";"Bischoff";"";"World Bike Discount Store";"adventure-works\linda3";"jimmy1@adventure-works.com";"992-555-0111"
"511";"0";"Mr.";"Abraham";"L.";"Swearengin";"";"Wheel Gallery";"adventure-works\shu0";"abraham0@adventure-works.com";"926-555-0136"
"514";"0";"Mr.";"Ryan";"";"Calafato";"";"Retail Mall";"adventure-works\josé1";"ryan1@adventure-works.com";"726-555-0155"
"515";"0";"Mr.";"Dragan";"";"Tomic";"";"Rural Bicycle Supply";"adventure-works\josé1";"dragan1@adventure-works.com";"833-555-0167"
"516";"0";"Mr.";"Thomas";"R.";"Michaels";"";"Seats and Saddles Company";"adventure-works\garrett1";"thomas2@adventure-works.com";"162-555-0174"
"520";"0";"Ms.";"Mari";"B.";"Caldwell";"";"Metro Metals Co.";"adventure-works\jae0";"mari0@adventure-works.com";"1 (11) 500 555-0118"
"523";"0";"Ms.";"Mary";"M.";"Gimmi";"";"Futuristic Sport Distributors";"adventure-works\shu0";"mary6@adventure-works.com";"149-555-0196"
"526";"0";"Mr.";"David";"L.";"Givens";"";"Finer Sales and Service";"adventure-works\josé1";"david15@adventure-works.com";"605-555-0111"
"527";"0";"Ms.";"Diane";"";"Tibbott";"";"Fun Times Club";"adventure-works\shu0";"diane5@adventure-works.com";"847-555-0184"
"528";"0";"Ms.";"Helen";"M.";"Meyer";"";"Alpine Ski House";"adventure-works\linda3";"helen2@adventure-works.com";"519-555-0112"
"529";"0";"Ms.";"Jeanie";"R.";"Glenn";"PhD";"Big-Time Bike Store";"adventure-works\shu0";"jeanie0@adventure-works.com";"669-555-0149"
"532";"0";"Ms.";"Diane";"R.";"Glimp";"";"The Showroom";"adventure-works\josé1";"diane3@adventure-works.com";"898-555-0137"
"533";"0";"Ms.";"Yuping";"";"Tian";"";"Tenth Bike Store";"adventure-works\josé1";"yuping0@adventure-works.com";"744-555-0123"
"534";"0";"Mr.";"Stephen";"A.";"Mew";"";"Recommended Bicycles";"adventure-works\garrett1";"stephen4@adventure-works.com";"399-555-0114"
"538";"0";"Mr.";"John";"R.";"Brooks";"";"Prosperous Tours";"adventure-works\jae0";"john12@adventure-works.com";"1 (11) 500 555-0179"
"541";"0";"Mr.";"Willie";"P.";"Brooks";"Jr.";"Nonskid Tire Company";"adventure-works\pamela0";"willie0@adventure-works.com";"525-555-0174"
"542";"0";"Mr.";"Andrew";"P.";"Kobylinski";"";"Finer Parts Shop";"adventure-works\david8";"andrew5@adventure-works.com";"129-555-0185"
"543";"0";"Mr.";"R. Morgan";"L.";"Mendoza";"";"Friendly Neighborhood Bikes";"adventure-works\jillian0";"rmorgan0@adventure-works.com";"963-555-0146"
"544";"0";"Mr.";"Jay";"";"Adams";"";"Valley Bicycle Specialists";"adventure-works\jillian0";"jay1@adventure-works.com";"158-555-0142"
"545";"0";"Mr.";"Christian";"";"Kleinerman";"";"Finish and Sealant Products";"adventure-works\shu0";"christian1@adventure-works.com";"362-555-0177"
"546";"0";"Mr.";"Anton";"";"Kirilov";"";"Field Trip Store";"adventure-works\linda3";"anton0@adventure-works.com";"608-555-0162"
"547";"0";"Ms.";"Gladys";"F.";"Mendiola";"";"Curbside Sporting Goods";"adventure-works\shu0";"gladys0@adventure-works.com";"535-555-0189"
"550";"0";"Ms.";"Raquel";"";"Mello";"";"Remote Bicycle Specialists";"adventure-works\josé1";"raquel0@adventure-works.com";"723-555-0124"
"551";"0";"Mr.";"Samuel";"N.";"Agcaoili";"";"Vinyl and Plastic Goods Corporation";"adventure-works\josé1";"samuel0@adventure-works.com";"554-555-0110"
"552";"0";"Mr.";"Tim";"";"Kim";"";"Consolidated Messenger";"adventure-works\garrett1";"tim0@adventure-works.com";"244-555-0115"
"556";"0";"Ms.";"Nancy";"A.";"McPhearson";"";"Variety Cycling";"adventure-works\jae0";"nancy3@adventure-works.com";"1 (11) 500 555-0195"
"559";"0";"Ms.";"Nkenge";"";"McLin";"";"Some Discount Store";"adventure-works\pamela0";"nkenge0@adventure-works.com";"158-555-0123"
"560";"0";"Mr.";"Paul";"L.";"Alcorn";"";"Major Sport Suppliers";"adventure-works\david8";"paul2@adventure-works.com";"331-555-0162"
"561";"0";"Mr.";"Marvin";"N.";"Allen";"";"Mountain Toy Store";"adventure-works\jillian0";"marvin0@adventure-works.com";"447-555-0110"
"562";"0";"Ms.";"Yvonne";"";"McKay";"";"Practical Bike Supply Company";"adventure-works\jillian0";"yvonne1@adventure-works.com";"623-555-0144"
"563";"0";"Mr.";"Sean";"P.";"Jacobson";"";"Systematic Sales";"adventure-works\shu0";"sean2@adventure-works.com";"555-555-0162"
"564";"0";"Ms.";"Michelle";"";"Alexander";"";"Imported and Domestic Cycles";"adventure-works\linda3";"michelle0@adventure-works.com";"115-555-0175"
"565";"0";"Mr.";"Richard";"M.";"Bentley";"Jr.";"Metallic Paint and Overcoat Co";"adventure-works\shu0";"richard0@adventure-works.com";"911-555-0153"
"568";"0";"Mr.";"Curtis";"P.";"Howard";"";"Economy Center";"adventure-works\josé1";"curtis0@adventure-works.com";"555-555-0162"
"569";"0";"Mr.";"Cecil";"J.";"Allison";"";"Designated Distributors";"adventure-works\josé1";"cecil0@adventure-works.com";"699-555-0155"
"570";"0";"Mr.";"Gregory";"F.";"Alderson";"";"Family's Favorite Bike Shop";"adventure-works\garrett1";"gregory0@adventure-works.com";"968-555-0153"
"574";"0";"Ms.";"Janice";"K.";"Hows";"";"Area Sheet Metal Supply";"adventure-works\jae0";"janice1@adventure-works.com";"1 (11) 500 555-0119"
"577";"0";"Mr.";"George";"M.";"Huckaby";"";"Synthetic Materials Manufacturing";"adventure-works\pamela0";"george1@adventure-works.com";"851-555-0127"
"578";"0";"Ms.";"Carolyn";"";"Farino";"";"The Bike Shop";"adventure-works\david8";"carolyn0@adventure-works.com";"957-555-0125"
"579";"0";"Ms.";"Kim";"";"Abercrombie";"";"Riders Company";"adventure-works\jillian0";"kim2@adventure-works.com";"334-555-0137"
"580";"0";"Mr.";"Joshua";"J.";"Huff";"";"Rural Sales and Service";"adventure-works\jillian0";"joshua0@adventure-works.com";"190-555-0186"
"581";"0";"Ms.";"Geri";"P.";"Farrell";"";"Safe Toys";"adventure-works\shu0";"geri0@adventure-works.com";"329-555-0183"
"582";"0";"Ms.";"Catherine";"R.";"Abel";"";"Professional Sales and Service";"adventure-works\linda3";"catherine0@adventure-works.com";"747-555-0171"
"583";"0";"Ms.";"Laura";"C.";"Steele";"";"Professional Containers and Packaging Co.";"adventure-works\shu0";"laura3@adventure-works.com";"741-555-0173"
"586";"0";"Ms.";"Shanay";"B.";"Steelman";"";"One Bike Company";"adventure-works\josé1";"shanay0@adventure-works.com";"797-555-0118"
